lng,lat,Name,description,HYPERLINK,POSTALCODE,KEEPERNAME,TOTALROOMS,ADDRESS,INC_CRC,FMEL_UPD_D,DESCRIPTION2,NAME2
103.8787331,1.354063969,Fragrance Hotel - Kovan,,contact@fragrancehotel.com,534629,SUN YI,43,760 Upper Serangoon Road,D4736F73314509FD,2.02101E+13,,
103.8630708,1.309789591,Fragrance Hotel - Lavender,,contact@fragrancehotel.com,338710,Sun Yi,35,51 Lavender Street,4635D5C533AB9359,2.02101E+13,,
103.8486055,1.325886093,Fragrance Hotel - Oasis,,contact@fragrancehotel.com,329816,SUN YI,36,435 Balestier Road,FD5312B946C9B885,2.02101E+13,,
103.7685128,1.292413763,Fragrance Hotel - Ocean View,,contact@fragrancehotel.com,118773,Sun Yi,47,432 Pasir Panjang Road,45B8CB84B412DE7F,2.02101E+13,,
103.8525648,1.322071787,Fragrance Hotel - Rose,,contact@fragrancehotel.com,329715,Sun Yi,68,263 Balestier Road,A4679646C54FA4E0,2.02101E+13,,
103.8139698,1.269888066,Fragrance Hotel - Viva,,contact@fragrancehotel.com,98721,Sun Yi,33,75 Wishart Road,577F6AF7F6C5259F,2.02101E+13,,
103.8445886,1.286473562,Furama City Centre Singapore,,financemgr.fcc@furama.com,59804,Ng Wei Yong,445,60 Eu Tong Sen Street,53FD02980AA77792,2.02101E+13,,
103.8360928,1.287634538,Furama Riverfront Singapore,,furama.riverfront@furama.com,169633,Ng Wei Yeow,615,405 Havelock Road,32401663556849F5,2.02101E+13,,
103.8499089,1.304349081,G4 Station Backpackers Hostel,,info@g4station.com,228675,Lee Fut Hua,23,11 Mackenzie Road,687BF6B7DA138240,2.02101E+13,,
103.9805684,1.388942066,GALLOP CHANGI BEACH RESORT,,,509671,MANIMAHALAI D/O CHAKRAPANI,40,49 HENDON ROAD,9D3E18D1A9DEAF28,2.02101E+13,,
103.7958543,1.334348298,GALLOP HILL TOP RESORT,,enquiry@gallopresort.com,287992,MANIMAHALAI D/O CHAKRAPANI,40,100 TURF CLUB ROAD,70F5E6522CC16FBF,2.02101E+13,,
103.7184257,1.419278158,GALLOP KRANJI FARM RESORT,,enquiry@gallopresort.com,718813,MANIMAHALAI D/O CHAKRAPANI,37,10 NEO TIEW LANE 2 D' KRANJI FARM RESORT,C46B5294DFE0E694,2.02101E+13,,
103.8594278,1.31564004,Gap Year Hostel,,gapyearhostel@gmail.com,338821,Yee Seng Fu,7,322 Lavender Street,39C5367D3D0CA169,2.02101E+13,,
103.8737413,1.311195162,Gay World Hotel,,,389218,Seah Ming Kwong,27,115 Geylang Road,4AA0EEBB872A16F9,2.02101E+13,,
103.8308115,1.277848759,GOLDEN HOSTEL,,,160146,Tham Keng Pong,7,"146 JALAN BUKIT MERAH, # 01-1088",83EE621BBFF77A54,2.02101E+13,,
103.8552509,1.30914207,Golden Royal Hotel,,eugene@goldenroyal-hotel.com,209645,Ee Kee Chai,54,51 Desker Road,73DBAFAC5FE99362,2.02101E+13,,
103.8593725,1.301621275,Cube @ Kampong Glam,,,199471,SONIA TAY MING HUI,7,55 BUSSORAH STREET,AA379FBC613AD712,2.02101E+13,,
103.8430064,1.283162183,CUBE @ smith street,,,58971,TAY MING HUI SONIA,7,76A SMITH STREET,10C6ADD5F223675C,2.02101E+13,,
103.8431615,1.28303983,Cube Family Boutique Capsule Hotel @ Chinatown,,booking@yeschinatownpoint.com,58967,TAY MING HUI SONIA,24,68A Smith Street,2440729DA9DCF732,2.02101E+13,,
103.8769699,1.310901268,Darlene Hotel (Geylang),,darlenehotel@gmail.com,399096,Teh Gek Keng,62,32 Lorong 8 Geylang,9F37B2920EA15700,2.02101E+13,,
103.8237922,1.266336798,Travelodge Harbourfront Singapore,,,98828,Wong Siew Khee,334,50 TELOK BLANGAH ROAD BAY HOTEL SINGAPORE,FF47311E1E8E7DB0,2.02101E+13,,
103.8837236,1.316126672,Urban Hostel,,,388189,Tan Kee Chong Derrick,11,67A Lorong 27 Geylang,5296EC9681AE2B78,2.02101E+13,,
103.8625256,1.307809275,V Hotel Lavender,,vhotel@vhotel.sg,208767,Edmund Yip Chak Mun,888,70 Jellicoe Road,942397A2ACC2C0FB,2.02101E+13,,
103.9024289,1.309579009,Venue Hotel,,contact@venuehotel.sg,427556,Chu Poh Yong,81,305 Joo Chiat Road,131753C344D858D8,2.02101E+13,,
103.9005825,1.311547918,Venue Hotel The Lily,,venuelily@venuehotel.sg,427495,Chu Poh Yong,84,238  Joo Chiat Road,2B19BCD44D386A59,2.02101E+13,,
103.8524423,1.297099854,Victoria Hotel,,reservations@victoriana.sg,188016,Loo Wai Peng,89,87 VICTORIA STREET VICTORIA HOTEL,76D40E76B9E09BF3,2.02101E+13,,
103.8008856,1.268937684,Villa Samadhi Singapore,,,119193,Federico Asaro,20,20 LABRADOR VILLA ROAD,38719C979D096BF8,2.02101E+13,,
103.8507167,1.303902601,Village Hotel Albert Court,,info.vhac@fareast.com.sg,189971,Terence Govinden,210,180 Albert Street,FB48D644D3E9B88D,2.02101E+13,,
103.857669,1.301928128,Village Hotel Bugis,,info.vhb@fareast.com.sg,188061,Gill Ishwinder,393,390 Victoria Street,8E7B1395FC168254,2.02101E+13,,
103.8199434,1.252259515,Village Hotel Sentosa,,,99951,JIM KHOO WEI KWAN,606,"10 ARTILLERY AVENUE, # 02-01",3ACCB4428D4691B9,2.02101E+13,,
103.8471127,1.287413312,Vintage Inn@Clarke Quay,,,59672,HO TING CHEE,5,"33 HONGKONG STREET, # 3-33B",507C9909B9CA8A8C,2.02101E+13,,
103.8345731,1.315647733,VIP Hotel,,booking@viphotel.com.sg,259895,Peter Yang,57,5 Balmoral Crescent,AAFED76C16C46740,2.02101E+13,,
103.8424281,1.246165504,W Singapore Sentosa Cove Hotel,,,98374,Heath Nicholas Robin,240,21 Ocean Way,EC5BB01E7622254E,2.02101E+13,,
103.8546296,1.305120938,Wanderlust,,,209494,Ashish Manchharam,29,2 DICKSON ROAD,E634CAE2151689A8,2.02101E+13,,
103.8441442,1.283948415,Wink Hostel,,,59488,Allan Lee @ Lee Kheen Woon,9,8A Mosque Street,8CD89B41D968313E,2.02101E+13,,
103.8475764,1.279684751,Wink Hostel @ Downtown,,,69044,Chon Yik Mau,10,3B MCCALLUM STREET,F61D800BB2361BCC,2.02101E+13,,
103.8596865,1.30420913,XY HOTEL BUGIS by ASANDA HOTELS AND RESORTS,,bugis_accounts@xyglobalhotel.com,199323,HAN BIN,15,11 JALAN KLAPA THE ARDENNES,3359BC36EEED4017,2.02101E+13,,
103.885504,1.314000851,Yew Lian Hotel,,,389504,Chang Ying,18,549A Geylang Road,7D48A90F765B9B0D,2.02101E+13,,
103.8351875,1.306925387,York Hotel,,enquiry@yorkhotel.com.sg,228516,Khoo Elizabeth,407,21 Mount Elizabeth,4CDA841E39CD3FBA,2.02101E+13,,
103.8313471,1.306344299,YOTEL Singapore Orchard Road,,brendan.daly@yotel.com,238904,DALY BRENDAN FRANCIS,610,366 ORCHARD ROAD,6548D63CFF38A41D,2.02101E+13,,
103.9890776,1.360340997,YotelAir Singapore Changi Airport,,jca.finance@yotel.com,819666,Nicholas James Cheesman,130,"78 AIRPORT BOULEVARD, # 04-280",F81397E00B2B73F3,2.02101E+13,,
103.8504023,1.29850072,30 BENCOOLEN,,andrew.bastian@30bencoolen.com.sg,189621,TAN KHENG HWEE,131,30 BENCOOLEN STREET,45B03EF3320B1450,2.02101E+13,,
103.8916177,1.322088201,Aqueen Hotel - Paya Lebar,,,409180,Chan Boon Tat,162,33 Jalan Afifi,112720F786F4FD2B,2.02101E+13,,
103.8612999,1.302716067,Hotel 81 - Heritage,,hotel81@hotel81.com.sg,198985,Chu Poh Yong,64,71 Jalan Sultan Road,267ED9728B9AFBFC,2.02101E+13,,
103.8774478,1.310055837,Hotel 81 - Hollywood,,hotel81@hotel81.com.sg,399121,Chu Poh Yong,112,61 Lorong 8 Geylang,626BFA3DD7DED2AA,2.02101E+13,,
103.8768033,1.31278804,Hotel 81 - Joy,,hotel81@hotel81.com.sg,388703,Chu Poh Yong,42,11 Lorong 11 Geylang,72C0948FAE764D12,2.02101E+13,,
103.8788668,1.35420717,Hotel 81 - Kovan,,hotel81@hotel81.com.sg,534636,Chu Poh Yong,89,"768 Upper Serangoon Road , # 02-01",80EC1F370839C845,2.02101E+13,,
103.8814979,1.311879644,Hotel 81 - Lucky,,hotel81@hotel81.com.sg,398741,Chu Poh Yong,77,23 Lorong 20 Geylang,B53E1B57F4840DD4,2.02101E+13,,
103.8777368,1.311922112,hotel ascendere pte ltd,,,399035,ONG KUM FATT,25,1 LORONG 10 GEYLANG,0A3BE5865921B7E6,2.02101E+13,,
103.8775129,1.311288557,K HOTEL 12,,,399045,CAI WENCHAO,28,12 LORONG 10 GEYLANG,FDFE52E2A7DA73CF,2.02101E+13,,
103.8775413,1.311230842,K HOTEL 14,,,399047,CAI WENCHAO,45,14 LORONG 10 GEYLANG,3C17D726A70BECCE,2.02101E+13,,
103.7864034,1.280618059,K2 Guesthouse,,hello@k2guesthouse.com,118146,KAY SIEW HWA,24,15 SOUTH BUONA VISTA ROAD,4036C00404CF8154,2.02101E+13,,
103.8564012,1.306686452,K2 Guesthouse Central,,,208852,WOON LI MING RACHEL,15,134 JALAN BESAR,2D2347DBCF59C246,2.02101E+13,,
103.8572716,1.315032878,Asphodel Inn,,asphoinn@yahoo.com.sg,218702,Ong Poi Hwa,55,380 Race Course Road (Level 2),2AA296091FCD297F,2.02101E+13,,
103.8557764,1.29837019,Backpacker Cozy Corner Guesthouse,,happyjohn@cozycornerguest.com,188736,"TEO FA YU, ALVIN",15,490 North Bridge Road (Level 2),9F6A6D4F9D2A2BFA,2.02101E+13,,
103.8453812,1.283846068,Beary Best! Hostel,,enquiry@abearygoodhostel.com,58332,Teo Pei Han Janine,11,18 Upper Cross Street,3C184E1C616FE499,2.02101E+13,,
103.858324,1.290660584,"Mandarin Oriental, Singapore",,,39797,Christian Andreas Hassing,527,5 Raffles Avenue Marina Square,D9935D84C8C1EF1F,2.02101E+13,,
103.8583084,1.282333351,Marina Bay Sands Singapore,,inquiries@marinabaysands.com,18956,Pek Chin Siong,2561,1 Bayfront Avenue,EE049C95B8D93424,2.02101E+13,,
103.8556938,1.308872611,Marrison @ Desker,,reservations@marrisonhotel.com,209598,Silvi,25,75 Desker Road,F674CA9F409D7914,2.02101E+13,,
103.8570875,1.297890922,Marrison Hotel,,reservations@marrisonhotel.com,189704,Silvi,96,103 Beach Road,A95F3C2475BEB75E,2.02101E+13,,
103.8443674,1.279152211,Maxwell Reserve,,,78857,Harpreet Kaur Bedi,138,2 COOK STREET,EE242E78B0F09290,2.02101E+13,,
103.8541205,1.303922577,Mayo Inn,,admin@mayoinn.com,208786,Terrance Tay Yew Soon,22,9 Jalan Besar,CCB8DFF7E4E46704,2.02101E+13,,
103.8606772,1.311391139,Meadows Hostel,,meadowshostel@gmail.com,209178,Charlie Chia,6,7A Hamilton Road,9FCF49363901BCC3,2.02101E+13,,
103.8283995,1.313941099,Mercure Singapore on Stevens,,H9561-gm@accor.com,257878,Kevin Glenn Bossino,518,"28 STEVENS ROAD, # 02-01",736907AABFF2A851,2.02101E+13,,
103.8546593,1.304740915,Meriton Hotel,,jackson@hotel165.sg,208804,Teo Ai Choo,40,43A Jalan Besar,3C69BB608AC852EB,2.02101E+13,,
103.8824612,1.312198234,Min Wah Hotel,,96ytlim@gmail.com,398676,Lim Yeoh Toong,97,19 Lorong 22 Geylang,36C8F402BD19E09E,2.02101E+13,,
103.8535244,1.306796673,MKS Backpackers' Hostel,,,209757,Muthukumaran S/O Varthan,5,44 Cuff Road,303A28DBA8243689,2.02101E+13,,
103.858989,1.315441706,Moni Gallery Hostel,,enquiry@monigalleryhostel.com,338795,Muhammad Syafiee Bin Fidrishah,9,263 Lavender Street,231ECF36D2928E69,2.02101E+13,,
103.8551817,1.295868085,Naumi,,,188396,Surya Kumar Jhunjhnuwala,73,41 SEAH STREET NAUMI,A6D1E2CAA630EA6F,2.02101E+13,,
103.8817472,1.313235812,New Cathay Hotel (Geylang),,newcathayhotel@yahoo.com.sg,389403,Timothy Seah How Ming,53,443A Geylang Road,9A317298E2DC1AFC,2.02101E+13,,
103.8510394,1.324291281,New Orchid Hotel,,neworchidhotel@hotmail.com,329777,Lim Lay Meng,68,347 Balestier Road,CF6430A3F11D1978,2.02101E+13,,
103.8582593,1.310237943,New Society Backpacker,,newsoc259@gmail.com,208934,Ho Chiuen Sheey,4,259A Jalan Besar,2A49668782EE61A8,2.02101E+13,,
103.8335514,1.285094624,Nostalgia Hotel,,frontdesk@hotelnostalgia.com.sg,168727,Ranjitha De Silva,50,77 Tiong Bahru Road,711B8213261F0802,2.02101E+13,,
103.8283995,1.313941099,Novotel Singapore On Stevens,,H9543-gm@accor.com,257878,Kevin Glenn Bossino,254,"28 STEVENS ROAD, # 01-01",736907AA25FE4DFE,2.02101E+13,,
103.8484086,1.2769807,OAKWOOD PREMIER AMTD SINGAPORE,,,68809,Roy Liang Ming Kai,268,"6 SHENTON WAY, # 07-01 OUE DOWNTOWN",7205A5535E1146FF,2.02101E+13,,
103.8442449,1.27585063,"Oasia Hotel Downtown, Singapore",,reseasy@fareast.com.sg,79333,Chai Khye Yeien,314,100 Peck Seah Street,0A3AC604F6E09AC9,2.02101E+13,,
103.8447824,1.320030046,"Oasia Hotel Novena, Singapore",,frontofc.ohs@fareast.com.sg,307470,Karamjit Kaur,428,8 Sinaran Drive,80CA87F8734D9CC5,2.02101E+13,,
103.8195576,1.253293658,Oasia Resort Sentosa,,,98679,KHOO WEI KWAN JIM,191,"23 BEACH VIEW LE MERIDIEN SINGAPORE, SENTOSA",601E97AE26933072,2.02101E+13,,
103.8538422,1.312756675,One Farrer Hotel,,,217562,Gilbert Madhavan,249,1 Farrer Park Station Road,F37D68990972A74D,2.02101E+13,,
103.8277394,1.306575163,"Orchard Rendezvous Hotel, Singapore",,info@orh.com.sg,247905,Wong Siew Ling,388,1 Tanglin Road,A28ECA9D723C57F9,2.02101E+13,,
103.8438472,1.27693674,Orchid Hotel,,resv@orchidhotel.com.sg,78867,Chng Beng Siong,272,1 Tras Link,1FE534AAAEAA2E17,2.02101E+13,,
103.8518201,1.298010573,Oxford Hotel,,reservation@oxfordhotel.com.sg,188549,Mohamed Rafi Bin Hasan,134,218 Queen Street,A973ACA1E3287E37,2.02101E+13,,
103.8602329,1.299433961,Pan Pacific Serviced Suites Beach Road,,,199592,Choong Nyuk Fee,180,7500B Beach Road,9E6BED1EEB59E7B4,2.02101E+13,,
103.8511866,1.303591937,Parc Sovereign Hotel,,contact@parcsovereign.com,189970,Tan Thuang Wee,172,175 Albert Street,63F02AB52A0E0DF3,2.02101E+13,,
103.8606338,1.312317098,Parc Sovereign Hotel - Tyrwhitt,,contact@parcsovereign.com,207569,Sun Yi,270,165 Tyrwhitt Road,9E4DECE8407A49E7,2.02101E+13,,
103.963024,1.335764056,Park Avenue Changi,,serenetan@uel.sg,486015,Sun Li Jing @ Ryan Sun,251,2 Changi Business Park Avenue 1,ABC57C3E84046AB9,2.02101E+13,,
103.7883474,1.305351204,Park Avenue Rochester,,serenetan@uel.sg,138637,Sun Li Jing @ Ryan Sun,351,31 Rochester Drive,762D0E2D78AB7F0D,2.02101E+13,,
103.8053701,1.287579945,Park Hotel Alexandra,,info.phal@parkhotelgroup.com,159972,Ng Sock Heng,442,323 Alexandra Road Alexandra Central,54DE4BD65056A933,2.02101E+13,,
103.8423274,1.291545963,Park Hotel Clarke Quay,,info.phcq@parkhotelgroup.com,237983,Lim Kang Ling,340,1 Unity Street,E2C9B43EDDCF4E36,2.02101E+13,,
103.8547482,1.311980971,PARK HOTEL FARRER PARK,,,217564,Yong Guan Chuan,300,10 FARRER PARK STATION ROAD FARRER SQUARE,EB1C5A786B4D0016,2.02101E+13,,
103.8444433,1.288083551,Park Regis Singapore,,gmprsi@parkregissingapore.com,58268,Lim Soon Hwee,202,23 Merchant Road,604959AAFF008FEF,2.02101E+13,,
103.856494,1.297206016,Park View Hotel,,parkview@parkview.com.sg,189692,Lim Min Wee Ernest,88,81 Beach Road,150AA2256C64E3CF,2.02101E+13,,
103.8570073,1.291455259,"PARKROYAL COLLECTION  Marina Bay, Singapore",,,39594,Lim Wen Pin Melvin,575,6 RAFFLES BOULEVARD MARINA SQUARE,ADBAF9D2FB98EAF8,2.02101E+13,,
103.8556574,1.310530243,PARKROYAL on Kitchener Road,,enquiry@kr.parkroyalhotels.com,208533,CHUNG KUM SENG,532,181 Kitchener Road,268232B7F53B2ACD,2.02101E+13,,
103.7701676,1.292078335,Pasir Panjang Inn,,ppinn@pacific.net.sg,118741,Ang Poh Seow,54,404 Pasir Panjang Road,ACE2FE4B779F9B6F,2.02101E+13,,
103.8535974,1.31119378,Penta Hotel,,booking@pentahotel.com.sg,219894,Lim Hwee Meang Rachel,48,33 Birch Road,1CBC78FFEACAD597,2.02101E+13,,
103.8532127,1.304777354,Perak Hotel,,perlodge@singnet.com.sg,208133,Tong Kok Chiang,32,12 Perak Road,BBB3B691A6BEE9E0,2.02101E+13,,
103.8602089,1.311909149,Pine Hostel @ Lavender,,pinehostelsg@gmail.com,207566,"TAN KEE CHONG, DERRICK",7,153A TYRWHITT ROAD QINAN BUILDING,89CA0A7A79FC29C9,2.02101E+13,,
103.855723,1.296781788,Populous Hotel,,info@populoushotel.com,188933,Silvi,80,23 MIDDLE ROAD,C90C0045451F7566,2.02101E+13,,
103.8442855,1.284239777,Porcelain Hotel,,enquiry@porcelainhotel.com,59526,Hu Yingna,138,48 Mosque Street,6007287F12F8B23D,2.02101E+13,,
103.8525197,1.320051865,Quality Hotel Marlow,,dm@qualityhotelmarlow.com.sg,329926,ONG CHIEW SENG KELLVIN,240,201 Balestier Road,024A3E93AA27A3C7,2.02101E+13,,
103.8810366,1.311225584,RedDoorz @ Geylang,,,397662,Amit Saberwal,33,61 WESTERHOUT ROAD,9DED7DB90451ECFB,2.02101E+13,,
103.8540599,1.305088795,RedDoorz Plus @ Little India,,,209507,AMIT SABERWAL,80,"23 DICKSON ROAD, # 1-01-01 MOON 23 HOTEL",97163266745A72F5,2.02101E+13,,
103.8260319,1.312838611,RELC International Hotel,,,258352,FRANCIS CHOO KOH ENG,151,30 ORANGE GROVE ROAD RELC BUILDING,22877550BD395886,2.02101E+13,,
103.8493161,1.298583035,Rendezvous Hotel Singapore,,reseasy@fareast.com.sg,189559,Douglas Fernandez,298,9 Bras Basah Road,76A6E9EF9D75EAA7,2.02101E+13,,
103.8594291,1.304053347,Rest Bugis Hotel,,,199207,Adrian Siow Shen Ngin,74,8 JALAN KUBOR SANTA GRAND HOTEL BUGIS,F7A9ECA7E9C5B114,2.02101E+13,,
103.8471127,1.287413312,River City Inn,,rivercityinn.sg@gmail.com,59672,Loke Weng Yian,4,33C Hongkong Street,507C99092AECCB4C,2.02101E+13,,
103.6350898,1.341588,RM Hotel,,recept@rafflesmarina.com.sg,638404,Parry Raymond John,19,10 Tuas West Drive,E4AF163C69E28926,2.02101E+13,,
103.841986,1.291168199,Robertson Quay Hotel,,accounts@robertsonquayhotel.com.sg,239032,Ng Swee Huat,148,15 Merbau Road,790DB71B2EA818E3,2.02101E+13,,
103.8556725,1.309228872,Royal India Hotel,,sales@royalindiahotel.com,207667,Ee Kee Chai,43,"88 Syed Alwi Road , # 01-02",7C0288ACB8780567,2.02101E+13,,
103.8314458,1.307089318,Royal Plaza,,royal@royalplaza.com.sg,228220,Patrick Fiat,511,25 Scotts Road,05B26C8FAD051389,2.02101E+13,,
103.8473219,1.287322339,S Inn Clarke Quay,,cq@s-inn.co,59677,LI XIAOJIA,11,38A Hongkong Street,F9167CB6F06F8117,2.02101E+13,,
103.8535958,1.304809312,Sandpiper Hotel,,reservations@sandpiperhotels.com,209391,Pankaj Pandit,31,63 Dunlop Street,21836099F65FD737,2.02101E+13,,
103.9057955,1.306723199,Santa Grand Hotel East Coast,,reservations@santagrand.stayariva.com,428877,Siah Siew Geok,73,171 East Coast Road,11B3D1D294E34E55,2.02101E+13,,
103.8824118,1.312317583,Seng Wah Hotel,,sengwahhotel@hotmail.com,398673,Han Siew Ying,16,15 Lorong 22 Geylang,54E34679A8F2E0C5,2.02101E+13,,
103.8267568,1.311247403,Shangri-La Hotel,,sls@shangri-la.com,258350,Kuok Oon Kwong,792,22 Orange Grove Road,468EE28FE511CD7C,2.02101E+13,,
103.8097979,1.257802055,"Shangri-La's Rasa Sentosa Resort & Spa, Singapore",,sen@shangri-la.com,98970,Kuok Oon Kwong,454,101 Siloso Road Sentosa,BB45D010408A18CB,2.02101E+13,,
103.8364622,1.31195053,Sheraton Towers Singapore Hotel,,sheraton.towers.singapore@sheraton.com,228230,Long Sie Fong,420,39 Scotts Road,F8CB983B3D469C43,2.02101E+13,,
103.8206442,1.252917309,THE BARRACKS HOTEL SENTOSA,,,99567,Jim Khoo Wei Kwan,40,2 GUNNER LANE,414D012CC57A8063,2.02101E+13,,
103.8914524,1.300761292,Sing Hoe Hotel,,,437761,ong kum fatt,41,759 Mountbatten Road,98570114497D82A1,2.02101E+13,,
103.8328741,1.305022305,Singapore Marriott Tang Plaza Hotel,,,238865,Alvin Lim Yue Ping (Lin Youbin),403,320 Orchard Road,44DC3BCF439057DC,2.02101E+13,,
103.8607293,1.31141627,Singapore OSS Backpackers Hostel Pte Ltd,,sossbackpackers@gmail.com,209180,RAJENDRA PRASAD S/O N N SRINIVASA NAIDU,9,"9 HAMILTON ROAD, # 01-01",0282C860E0028697,2.02101E+13,,
103.8496548,1.279921962,SO Sofitel Singapore,,H8655@sofitel.com,68876,Mazen Abil Mona,134,35 Robinson Road,D76D599B9B392E63,2.02101E+13,,
103.8450701,1.276905157,Sofitel Singapore City Centre,,,78885,Wouter Frank De Graaf,223,9 WALLICH STREET,877335F1F7B222E5,2.02101E+13,,
103.8274924,1.245797086,Sofitel Singapore Sentosa Resort & Spa,,h9474@sofitel.com,99891,PIOTR JAN KUPIEC,215,2 Bukit Manis Road,8ED426B6591D6CD4,2.02101E+13,,
103.8565698,1.297303372,ST Signature Bugis Beach,,,189694,"Goh Shen Shu, Donovan",38,85 BEACH ROAD 85 BEACH GARDEN HOTEL,DB99D87A121B6006,2.02101E+13,,
103.8442506,1.278658074,ST Signature Tanjong Pagar,,,78972,"SEAH HUI XIAN, JOANNE",92,32 TRAS STREET,AA44DCA443FC414B,2.02101E+13,,
103.8497386,1.298652759,Strand Hotel,,reservations@strandhotel.com.sg,189619,Ang Beng Hoh,130,25 Bencoolen Street,4CBD6C0C45A2C220,2.02101E+13,,
103.8390762,1.290777541,Studio M Hotel,,enquiry.smh@millenniumhotels.com,238910,Othmane Amrani,360,3 Nanson Road,F03EF56B7402C41A,2.02101E+13,,
103.8522375,1.301659384,Summer View Hotel,,sales@summerviewhotel.com.sg,189642,Lim Chin Sen,86,173  Bencoolen Street,CD59DA00B214CF3B,2.02101E+13,,
103.8456923,1.288218024,"Swissotel Merchant Court,Singapore",,singapore-merchantcourt@swissotel.com,58281,Rainer Tenius,476,20 Merchant Road,E95540E066605ABF,2.02101E+13,,
103.8533652,1.293268623,"Swissotel The Stamford, Singapore",,singapore-stamford@swissotel.com,178882,Marcus Moris Hanna,1252,2 Stamford Road,274A090AC4E4760E,2.02101E+13,,
103.856565,1.310265972,Tai Hoe Hotel,,gmgthh@gmail.om,208538,Yee Loy Hoe,73,163 Kitchener Road,66D062ACD78032C6,2.02101E+13,,
103.8770816,1.309922609,Taipei Hotel (2000),,,399120,Tay Tiong Ying,38,60 Lorong 8 Geylang,4BA3F667FAB50100,2.02101E+13,,
103.8791756,1.31219356,The Amazing Inn,,sengwahhotel@hotmail.com,398913,Han Siew Ying,18,1 Lorong 14 Geylang,88CC31FCB51FF28E,2.02101E+13,,
103.8482745,1.282661066,The Clan Hotel,,,48417,CHRISTINA WENDY LEE,324,10 CROSS STREET,67A44488A8BB85B6,2.02101E+13,,
103.852855,1.304751262,The Daulat,,reservation@thedaulat.com,208413,Shaik Mohamed S/O Mohamed Abdul Jaleel,16,16 Madras Street,45265B49626D01D9,2.02101E+13,,
103.8357123,1.308024117,The Elizabeth,,info@theelizabeth.com.sg,228518,Mohamed Faharudin Bin Masood,256,24 Mount Elizabeth,8285E273B7F99A45,2.02101E+13,,
103.8534802,1.28396667,The Fullerton Bay Hotel,,fbh.info@fullertonhotels.com,49326,Giovanni Viterale,98,80 Collyer Quay,2745F9F5912EC8B9,2.02101E+13,,
103.8529704,1.286193236,The Fullerton Hotel,,tfs.info@fullertonhotels.com,49178,Giovanni Viterale,399,1 Fullerton Square,7604490E359CB43E,2.02101E+13,,
103.85301,1.304935951,THE GREAT MADRAS,,zubair@dam.com.sg,208422,SHAIK MOHAMED S/O MOHAMED ABDUL JALEEL,29,28 MADRAS STREET,ACD183F8850757BA,2.02101E+13,,
103.8587863,1.315716644,The Hive Singapore Hostel,,,218223,YAN TONGJI,13,624 SERANGOON ROAD THE HIVE,915876CC5A5C1A96,2.02101E+13,,
103.8438685,1.283206608,The Inn at Temple Street,,rsvn.room@theinn.com.sg,58581,Kho Chuan Thye Patrick,42,36 Temple Street,DB87DFC691F6C004,2.02101E+13,,
103.8199434,1.252259515,The Outpost Hotel Sentosa,,,99951,JIM KHOO WEI KWAN,193,"10 ARTILLERY AVENUE, # 03-01",3ACCB44270106170,2.02101E+13,,
103.8483129,1.287055076,THE QUAY HOTEL,,,58688,"Heng Chern Chieh, Germaine",41,57 SOUTH BRIDGE ROAD SANTA GRAND HOTEL BOAT QUAY,8F1A6E60C344BF35,2.02101E+13,,
103.8611858,1.312344701,The Quay Hotel Lavender,,,338739,Heng Chern Chieh Germaine,102,139 LAVENDER STREET AQUEEN HOTEL - LAVENDER,C500B925DFFB1C49,2.02101E+13,,
103.8596995,1.313224319,Kam Leng Hotel,,reservations@kamleng.com,209001,Hu Yingna,70,383 Jalan Besar,90F5301BD31E81DD,2.02101E+13,,
103.8415424,1.280619224,KeSa House,,,89158,Manchharam Ashish,60,"55 KEONG SAIK ROAD, # 01-02",FD57F84B8A87C940,2.02101E+13,,
103.8762403,1.311435535,Kim Tian (Star) Hotel,,,399166,Steven Han How Chye,43,4 Lorong 6 Geylang,108A3FBC4F850C72,2.02101E+13,,
103.8778029,1.311264611,La Mode (Sophia),,,399050,Teng Ai Fong,35,17 Lorong 10 Geylang,DAC543AEA585EF1C,2.02101E+13,,
103.8831306,1.313019092,Lai Ming Hotel,,otl@laiming.com.sg,389396,Ong Tong Liang,15,432  Geylang Road,D8439240641E1543,2.02101E+13,,
103.8828778,1.312852429,Lai Ming Hotel Cosmoland,,otl@laiminghotel.com.sg,389395,Ong Tong Liang,54,424 Geylang Road,65C3A99FF5F30E2F,2.02101E+13,,
103.8771644,1.311810537,LEX HOTEL (LORONG 8),,,399073,PANG CHIN FATT,41,1 LORONG 8 GEYLANG,AE0C6660884D2FC4,2.02101E+13,,
103.8342907,1.284872386,Link Hotel,,info@linkhotel.com.sg,168733,Dong Hankun,274,50 Tiong Bahru Road,DB8D4F17741BF058,2.02101E+13,,
103.8403659,1.29726358,Lloyd's Inn,,mail@lloydsinn.com,239091,"CHANG YI WEN, JOAN",34,2 Lloyd Road,2C4F2C1B0F9C696C,2.02101E+13,,
103.8802018,1.311522373,Lodge 41,,,398877,Yong Chung Yung,22,41 Lorong 16 Geylang,C7F5DB12BA986119,2.02101E+13,,
103.8494586,1.291575961,lyf Funan Singapore,,,179370,Cross Norman Francis,329,67 HILL STREET,7C29A0FEB41A1905,2.02101E+13,,
103.8372209,1.290866993,M Social Singapore,,,238259,Othmane AMRANI,293,90 Robertson Quay,72424155F1FBBF08,2.02101E+13,,
